,is_canceled,stays_in_week_nights,stays_in_weekend_nights,previous_cancellations,booking_changes,deposit_type,required_car_parking_spaces,total_of_special_requests,meal,previous_bookings_not_canceled,Booking_id
34776,0,20,8,0,0,No Deposit,0,1,HB,0,3276
34780,0,15,6,0,0,No Deposit,0,0,BB,0,3277
34836,0,3,1,0,1,No Deposit,0,1,BB,1,3278
34849,0,6,2,0,0,No Deposit,0,0,SC,0,3279
34864,0,6,2,0,2,No Deposit,0,0,Undefined,0,3280
34866,0,4,2,0,4,No Deposit,0,1,BB,0,3281
34897,0,7,2,0,1,No Deposit,0,0,SC,0,3282
34898,0,30,12,0,0,No Deposit,0,2,BB,0,3283
34899,0,4,0,0,3,No Deposit,1,1,BB,0,3284
34903,0,5,0,0,4,No Deposit,1,0,BB,0,3285
34907,0,5,0,0,5,No Deposit,0,0,BB,0,3286
34919,0,4,0,0,5,No Deposit,0,1,BB,0,3287
34925,0,4,0,0,3,No Deposit,1,0,BB,0,3288
34988,0,4,1,0,4,No Deposit,1,0,BB,0,3289
35022,0,0,2,0,2,No Deposit,1,0,BB,0,3290
35059,0,26,12,0,10,No Deposit,0,0,SC,0,3291
35094,0,2,1,0,0,No Deposit,0,3,HB,0,3292
35099,0,2,0,0,1,No Deposit,1,1,Undefined,0,3293
35105,0,2,1,0,5,No Deposit,0,0,HB,0,3294
35109,0,3,2,0,0,No Deposit,1,3,BB,0,3295
35123,0,2,1,0,0,No Deposit,1,0,BB,1,3296
35124,0,3,0,0,0,No Deposit,1,2,BB,2,3297
35181,0,4,0,0,0,No Deposit,1,2,HB,0,3298
35208,0,3,0,0,2,No Deposit,0,1,HB,0,3299
35219,0,5,0,0,0,No Deposit,0,0,Undefined,0,3300
35228,0,3,0,0,3,No Deposit,1,2,HB,0,3301
35232,0,4,1,0,3,No Deposit,1,0,HB,0,3302
35237,0,3,1,0,1,No Deposit,1,3,HB,0,3303
35246,0,2,1,0,3,No Deposit,0,0,HB,0,3304
35282,0,5,2,0,3,No Deposit,0,1,Undefined,0,3305
35299,0,1,2,0,4,No Deposit,0,2,BB,0,3306
35316,0,5,4,0,0,No Deposit,1,2,BB,0,3307
35353,0,1,1,0,3,No Deposit,0,0,BB,0,3308
35363,0,8,4,0,0,No Deposit,0,1,Undefined,0,3309
35387,0,3,1,0,0,No Deposit,1,0,BB,1,3310
35389,0,3,1,0,3,No Deposit,1,2,HB,0,3311
35402,0,5,2,0,4,No Deposit,0,0,SC,0,3312
35440,0,11,4,0,2,No Deposit,0,0,HB,0,3313
35504,0,2,1,0,7,No Deposit,0,1,BB,0,3314
35531,0,6,3,0,2,No Deposit,0,0,BB,0,3315
35579,0,3,0,0,0,No Deposit,1,1,Undefined,0,3316
35583,0,3,2,0,0,No Deposit,0,0,FB,0,3317
35612,0,4,2,0,3,No Deposit,0,0,HB,0,3318
35646,0,7,2,0,0,No Deposit,0,1,Undefined,0,3319
35716,0,4,0,0,5,No Deposit,1,1,HB,0,3320
35744,0,1,1,0,1,No Deposit,0,1,Undefined,0,3321
35759,0,2,1,0,0,No Deposit,1,2,Undefined,0,3322
35777,0,3,0,0,0,No Deposit,0,2,FB,1,3323
35808,0,1,2,0,2,No Deposit,0,1,Undefined,0,3324
35833,0,1,2,0,5,No Deposit,0,1,BB,0,3325
35901,0,6,2,0,0,No Deposit,0,4,BB,0,3326
35902,0,6,2,0,2,No Deposit,0,4,BB,0,3327
35957,0,15,6,0,0,No Deposit,0,2,BB,0,3328
36011,0,5,1,0,4,No Deposit,0,1,HB,0,3329
36023,0,4,0,0,3,No Deposit,1,1,HB,0,3330
36168,0,4,0,0,2,No Deposit,0,0,HB,0,3331
36214,0,8,2,0,1,No Deposit,0,2,BB,0,3332
36257,0,5,2,0,4,No Deposit,0,1,HB,0,3333
36326,0,3,2,0,2,No Deposit,1,4,HB,0,3334
36395,0,9,4,0,1,No Deposit,0,0,FB,0,3335
36396,0,9,4,0,2,No Deposit,0,0,FB,0,3336
36412,0,14,4,0,0,No Deposit,0,1,BB,0,3337
36441,0,2,0,0,3,No Deposit,1,2,BB,0,3338
36452,0,1,0,0,2,No Deposit,1,2,BB,0,3339
36482,0,3,1,0,2,No Deposit,0,1,HB,0,3340
36488,0,10,5,0,1,No Deposit,0,1,SC,0,3341
36496,0,12,6,0,0,No Deposit,0,1,BB,0,3342
36554,0,2,1,0,10,No Deposit,1,4,FB,1,3343
36712,0,3,0,0,4,No Deposit,1,0,BB,0,3344
36780,0,3,1,0,4,No Deposit,1,0,BB,0,3345
36796,0,0,1,0,2,No Deposit,1,1,BB,0,3346
36810,0,3,1,0,1,No Deposit,0,2,SC,0,3347
36860,0,5,2,0,4,No Deposit,0,3,BB,0,3348
36883,0,5,2,0,5,No Deposit,1,0,BB,0,3349
36965,0,4,1,0,2,No Deposit,1,3,BB,0,3350
37049,0,3,1,0,3,No Deposit,1,1,BB,0,3351
37063,0,10,4,0,3,No Deposit,0,2,BB,0,3352
37084,0,2,2,0,3,No Deposit,0,2,BB,0,3353
37095,0,5,2,0,5,No Deposit,0,1,BB,0,3354
37250,0,1,0,0,4,No Deposit,0,1,HB,0,3355
37266,0,1,1,0,3,No Deposit,1,3,HB,0,3356
37285,0,2,1,0,0,No Deposit,0,1,SC,0,3357
37341,0,3,2,0,4,No Deposit,0,1,HB,0,3358
37383,0,4,2,0,3,No Deposit,1,1,HB,0,3359
37386,0,4,2,0,5,No Deposit,1,2,HB,0,3360
37410,0,4,2,0,1,No Deposit,1,3,BB,0,3361
37412,0,5,2,0,3,No Deposit,0,2,Undefined,0,3362
37430,0,10,2,0,0,No Deposit,0,3,HB,0,3363
37448,0,4,0,0,4,No Deposit,1,1,BB,1,3364
37528,0,6,3,0,0,No Deposit,0,4,BB,0,3365
37603,0,9,2,0,0,No Deposit,1,1,BB,0,3366
37667,0,2,0,0,2,No Deposit,1,2,Undefined,0,3367
37694,0,5,2,0,4,No Deposit,1,2,Undefined,0,3368
37717,0,5,4,0,1,No Deposit,1,0,HB,0,3369
37719,0,5,3,0,0,No Deposit,1,3,HB,0,3370
37724,0,6,4,0,0,No Deposit,0,4,BB,0,3371
37725,0,15,6,0,0,No Deposit,2,1,BB,0,3372
37732,0,9,4,0,3,No Deposit,0,2,HB,0,3373
37742,0,2,2,0,1,No Deposit,1,3,HB,0,3374
37746,0,1,2,0,3,No Deposit,0,1,BB,0,3375
37772,0,5,2,0,4,No Deposit,0,2,BB,0,3376
37817,0,4,2,0,2,No Deposit,1,2,HB,0,3377
37821,0,3,1,0,4,No Deposit,0,0,HB,0,3378
37889,0,3,0,0,1,No Deposit,1,0,FB,0,3379
37900,0,5,2,0,1,No Deposit,1,1,Undefined,0,3380
37911,0,9,3,0,0,No Deposit,0,0,Undefined,0,3381
37953,0,1,2,0,4,No Deposit,1,2,BB,0,3382
37981,0,7,3,0,0,No Deposit,0,2,Undefined,0,3383
37982,0,7,3,0,0,No Deposit,0,0,Undefined,0,3384
38006,0,2,1,0,0,No Deposit,0,2,SC,0,3385
38016,0,3,1,0,3,No Deposit,0,3,HB,0,3386
38020,0,8,2,0,2,No Deposit,1,0,BB,0,3387
38047,0,9,2,0,0,No Deposit,0,3,HB,0,3388
38048,0,9,2,0,0,No Deposit,1,3,HB,0,3389
38077,0,2,0,0,4,No Deposit,0,2,HB,0,3390
38103,0,5,1,0,4,No Deposit,0,0,HB,0,3391
38105,0,1,0,0,4,No Deposit,1,2,BB,0,3392
38117,0,10,3,0,2,No Deposit,3,0,BB,0,3393
38119,0,7,3,0,2,No Deposit,0,2,HB,0,3394
38129,0,4,1,0,6,No Deposit,0,0,HB,0,3395
38140,0,14,5,0,4,No Deposit,0,0,HB,0,3396
38159,0,6,4,0,0,No Deposit,0,2,Undefined,0,3397
38183,0,4,2,0,2,No Deposit,0,3,BB,0,3398
38233,0,0,0,0,2,No Deposit,1,1,BB,0,3399
38361,0,5,1,0,1,No Deposit,1,1,HB,0,3400
38381,0,6,2,0,1,No Deposit,0,2,Undefined,0,3401
38422,0,8,3,0,8,No Deposit,0,2,SC,0,3402
38449,0,0,1,0,2,No Deposit,0,2,BB,0,3403
38468,0,1,1,0,2,No Deposit,0,2,HB,0,3404
38520,0,3,1,0,3,No Deposit,1,0,HB,0,3405
38526,0,8,3,0,0,No Deposit,0,2,HB,0,3406
38559,0,8,2,0,0,No Deposit,0,3,HB,0,3407
38567,0,4,0,0,3,No Deposit,0,2,BB,0,3408
38599,0,6,2,0,1,No Deposit,0,3,HB,0,3409
38610,0,6,3,0,0,No Deposit,1,2,BB,0,3410
38618,0,2,1,0,1,No Deposit,1,2,HB,0,3411
38630,0,3,1,0,2,No Deposit,0,3,FB,0,3412
38659,0,8,4,0,7,No Deposit,0,1,SC,0,3413
38660,0,5,2,0,2,No Deposit,0,1,SC,0,3414
38661,0,6,3,0,2,No Deposit,0,1,HB,0,3415
38665,0,16,6,0,0,No Deposit,0,0,BB,0,3416
38714,0,2,1,0,2,No Deposit,1,2,BB,0,3417
38743,0,4,1,0,7,No Deposit,1,2,HB,0,3418
38746,0,4,1,0,3,No Deposit,1,0,Undefined,0,3419
38747,0,5,2,0,3,No Deposit,1,0,FB,0,3420
38755,0,5,2,0,2,No Deposit,1,1,FB,0,3421
38759,0,21,8,0,13,No Deposit,0,0,SC,0,3422
38766,0,9,2,0,2,No Deposit,0,1,BB,0,3423
38773,0,1,0,0,0,Non Refund,0,1,BB,0,3424
38779,0,5,0,0,2,No Deposit,1,1,BB,0,3425
38782,0,10,3,0,0,No Deposit,0,1,HB,0,3426
38790,0,5,0,0,4,No Deposit,0,1,HB,0,3427
38823,0,5,3,0,1,No Deposit,0,2,HB,0,3428
38827,0,10,5,0,1,No Deposit,0,0,HB,0,3429
38828,0,2,1,0,0,No Deposit,0,4,HB,0,3430
38830,0,6,3,0,1,No Deposit,1,2,HB,0,3431
38849,0,10,5,0,0,No Deposit,0,0,HB,0,3432
38866,0,5,2,0,1,No Deposit,0,0,SC,0,3433
38879,0,1,2,0,0,No Deposit,0,0,FB,0,3434
38906,0,3,0,0,0,No Deposit,1,3,HB,0,3435
38949,0,3,2,0,5,No Deposit,1,3,HB,0,3436
38954,0,8,3,0,1,No Deposit,0,2,HB,0,3437
38962,0,3,1,0,1,No Deposit,0,3,HB,0,3438
38973,0,3,1,0,2,No Deposit,1,0,SC,0,3439
38979,0,4,1,0,0,No Deposit,0,3,HB,0,3440
38992,0,4,0,0,1,No Deposit,0,3,BB,0,3441
39001,0,9,3,0,0,No Deposit,0,2,BB,0,3442
39027,0,4,0,0,3,No Deposit,1,5,HB,0,3443
39040,0,2,0,0,0,No Deposit,1,4,BB,0,3444
39041,0,5,0,0,1,No Deposit,0,3,BB,0,3445
39083,0,1,1,0,0,No Deposit,0,4,HB,0,3446
39098,0,5,4,0,0,No Deposit,1,0,BB,0,3447
39126,0,10,4,0,0,No Deposit,0,1,SC,0,3448
39129,0,4,2,0,4,No Deposit,1,5,HB,0,3449
39131,0,4,2,0,3,No Deposit,1,4,HB,0,3450
39152,0,4,2,0,1,No Deposit,1,3,HB,0,3451
39154,0,2,2,0,0,No Deposit,1,4,BB,0,3452
39155,0,6,2,0,0,No Deposit,0,2,Undefined,0,3453
39166,0,6,2,0,3,No Deposit,0,0,BB,0,3454
39177,0,2,1,0,1,No Deposit,0,3,HB,0,3455
39184,0,5,2,0,0,No Deposit,1,2,Undefined,0,3456
39195,0,13,4,0,0,No Deposit,0,2,HB,0,3457
39206,0,3,0,0,3,No Deposit,0,2,BB,0,3458
39227,0,4,0,0,0,No Deposit,1,3,BB,0,3459
39228,0,7,2,0,2,No Deposit,0,2,BB,0,3460
39232,0,3,0,0,2,No Deposit,1,1,BB,0,3461
39250,0,5,0,0,1,No Deposit,0,4,BB,0,3462
39252,0,8,2,0,1,No Deposit,1,1,HB,0,3463
39274,0,5,0,0,0,No Deposit,0,4,HB,0,3464
39277,0,5,0,0,0,No Deposit,0,1,Undefined,0,3465
39282,0,5,0,0,3,No Deposit,1,3,BB,0,3466
39283,0,5,0,0,2,No Deposit,0,2,HB,0,3467
39284,0,5,0,0,2,No Deposit,1,4,BB,0,3468
39298,0,5,3,0,2,No Deposit,1,0,Undefined,0,3469
39348,0,6,3,0,2,No Deposit,0,1,BB,0,3470
39366,0,7,4,0,2,No Deposit,0,2,BB,0,3471
39371,0,1,2,0,2,No Deposit,1,2,BB,0,3472
39374,0,6,3,0,4,No Deposit,1,3,HB,0,3473
39379,0,7,3,0,2,No Deposit,1,0,FB,0,3474
39399,0,4,2,0,1,No Deposit,0,4,BB,0,3475
39403,0,4,2,0,1,No Deposit,0,1,Undefined,0,3476
39404,0,4,2,0,0,No Deposit,0,4,BB,0,3477
39411,0,2,0,0,2,No Deposit,0,4,BB,0,3478
39412,0,7,2,0,0,No Deposit,0,4,HB,0,3479
39414,0,2,1,0,0,No Deposit,1,4,BB,0,3480
39448,0,4,2,0,4,No Deposit,0,3,HB,0,3481
39464,0,4,0,0,0,No Deposit,1,3,HB,0,3482
39484,0,8,2,0,0,No Deposit,1,0,FB,0,3483
39494,0,5,2,0,1,No Deposit,1,1,FB,0,3484
39496,0,9,2,0,0,No Deposit,0,2,HB,0,3485
39498,0,9,2,0,0,No Deposit,0,4,HB,0,3486
39506,0,5,0,0,5,No Deposit,1,2,HB,0,3487
39512,0,6,2,0,1,No Deposit,0,2,HB,0,3488
39524,0,8,2,0,3,No Deposit,0,0,BB,0,3489
39525,0,5,1,0,3,No Deposit,0,5,HB,0,3490
39539,0,5,2,0,4,No Deposit,0,3,HB,0,3491
39557,0,2,1,0,8,No Deposit,1,4,FB,0,3492
39571,0,4,2,0,0,No Deposit,1,3,HB,0,3493
39582,0,1,2,0,3,No Deposit,0,2,HB,0,3494
39595,0,4,2,0,2,No Deposit,1,1,BB,0,3495
39596,0,2,2,0,5,No Deposit,0,1,BB,0,3496
39616,0,7,4,0,2,No Deposit,0,2,HB,0,3497
39619,0,8,4,0,1,No Deposit,1,1,BB,0,3498
39624,0,7,4,0,0,No Deposit,0,2,HB,0,3499
39631,0,2,2,0,1,No Deposit,0,3,HB,0,3500
39659,0,8,3,0,1,No Deposit,0,4,HB,0,3501
39669,0,3,2,0,2,No Deposit,0,3,HB,0,3502
39672,0,5,2,0,4,No Deposit,1,4,HB,0,3503
39674,0,7,2,0,0,No Deposit,0,3,HB,0,3504
39704,0,4,1,0,4,No Deposit,0,1,BB,0,3505
39710,0,5,2,0,3,No Deposit,0,3,FB,0,3506
39712,0,4,2,0,3,No Deposit,1,2,HB,0,3507
39755,0,6,2,0,1,No Deposit,1,3,HB,0,3508
39784,0,1,1,0,0,No Deposit,0,3,HB,0,3509
39799,0,2,1,0,3,No Deposit,0,0,FB,0,3510
39821,0,5,4,0,2,No Deposit,0,2,HB,0,3511
39823,0,5,4,0,1,No Deposit,0,3,HB,0,3512
39825,0,5,4,0,2,No Deposit,0,2,SC,0,3513
39830,0,6,3,0,1,No Deposit,1,0,HB,0,3514
39840,0,3,2,0,2,No Deposit,0,2,HB,0,3515
39870,0,2,2,0,0,No Deposit,1,2,Undefined,0,3516
39874,0,5,2,0,1,No Deposit,1,2,Undefined,0,3517
39875,0,1,0,0,1,No Deposit,1,2,Undefined,0,3518
39876,0,5,2,0,3,No Deposit,1,3,FB,0,3519
39880,0,3,2,0,0,No Deposit,0,4,HB,0,3520
39906,0,2,0,0,1,No Deposit,1,0,Undefined,0,3521
39913,0,8,2,0,2,No Deposit,0,1,BB,0,3522
39918,0,3,0,0,1,No Deposit,0,3,BB,0,3523
39922,0,5,2,0,3,No Deposit,1,3,BB,0,3524
39932,0,4,1,0,3,No Deposit,1,1,FB,0,3525
39937,0,2,0,0,1,No Deposit,1,3,BB,0,3526
39943,0,4,1,0,1,No Deposit,1,3,HB,0,3527
39960,0,5,2,0,2,No Deposit,1,3,FB,0,3528
39961,0,5,2,0,4,No Deposit,1,2,BB,0,3529
39962,0,3,0,0,2,No Deposit,0,2,Undefined,0,3530
39964,0,5,1,0,3,No Deposit,1,1,BB,0,3531
39982,0,5,1,0,0,No Deposit,1,3,HB,0,3532
39987,0,9,3,0,0,No Deposit,0,1,HB,0,3533
40008,0,5,3,0,5,No Deposit,0,1,HB,0,3534
40009,0,5,3,0,3,No Deposit,0,2,HB,0,3535
40010,0,5,2,0,5,No Deposit,0,1,HB,0,3536
40040,0,5,2,0,3,No Deposit,1,1,HB,0,3537
40090,1,1,2,0,1,No Deposit,0,0,SC,0,3538
40114,1,15,5,0,0,No Deposit,0,0,SC,0,3539
40124,1,8,2,0,0,No Deposit,0,0,SC,0,3540
40293,0,1,1,0,1,No Deposit,0,0,SC,0,3541
40296,1,2,0,0,0,No Deposit,0,0,SC,0,3542
40325,0,2,0,0,7,No Deposit,0,0,BB,0,3543
40455,0,2,2,0,4,No Deposit,0,0,HB,0,3544
40551,1,3,0,0,0,No Deposit,0,0,SC,0,3545
40636,1,12,5,0,0,No Deposit,0,1,BB,0,3546
40637,1,12,5,0,0,No Deposit,0,0,BB,0,3547
40640,0,2,0,0,1,No Deposit,1,1,SC,0,3548
40694,0,3,0,0,2,No Deposit,0,3,BB,0,3549
40724,0,3,0,0,0,No Deposit,0,1,SC,0,3550
40741,0,1,0,0,2,No Deposit,0,0,SC,0,3551
40745,0,1,0,0,1,No Deposit,1,1,SC,0,3552
40746,0,1,0,0,0,No Deposit,0,2,SC,0,3553
40750,0,2,0,0,2,No Deposit,0,0,SC,0,3554
40769,0,1,0,0,2,No Deposit,0,2,SC,0,3555
40777,0,2,0,0,0,No Deposit,1,1,SC,0,3556
40779,0,2,0,0,0,No Deposit,0,1,SC,0,3557
40789,0,2,0,0,0,No Deposit,0,2,SC,0,3558
40821,0,1,0,0,0,No Deposit,0,1,SC,0,3559
40839,1,1,1,0,1,No Deposit,0,0,SC,0,3560
40847,0,1,2,0,0,No Deposit,0,0,SC,0,3561
40880,0,2,2,0,0,No Deposit,0,0,SC,0,3562
40910,0,4,2,0,0,No Deposit,0,0,SC,0,3563
40912,0,3,2,0,0,No Deposit,0,1,SC,0,3564
40926,0,0,2,0,0,No Deposit,0,0,SC,0,3565
40939,0,0,1,0,2,No Deposit,0,0,SC,0,3566
40953,0,0,1,0,0,No Deposit,0,2,SC,0,3567
40954,0,1,1,0,0,No Deposit,0,2,SC,0,3568
40996,0,3,1,0,0,No Deposit,0,1,SC,0,3569
41009,0,5,1,0,0,No Deposit,0,1,SC,0,3570
41020,0,20,9,0,20,No Deposit,0,0,SC,0,3571
41032,0,2,0,0,1,No Deposit,1,0,SC,0,3572
41039,0,2,0,0,1,No Deposit,0,0,SC,0,3573
41054,0,4,0,0,0,No Deposit,0,1,SC,0,3574
41056,0,4,0,0,4,No Deposit,0,1,BB,0,3575
41066,0,15,4,0,4,No Deposit,0,2,BB,0,3576
41340,0,2,1,0,0,No Deposit,1,3,SC,0,3577
41575,1,10,3,0,0,No Deposit,0,2,BB,0,3578
41578,1,2,0,0,2,Non Refund,0,0,BB,0,3579
41588,0,3,0,0,0,No Deposit,0,2,SC,0,3580
41597,1,4,0,0,0,No Deposit,0,0,SC,0,3581
41607,0,2,0,0,1,No Deposit,0,3,SC,0,3582
41618,0,9,3,0,2,No Deposit,0,2,BB,0,3583
41619,0,9,4,0,0,No Deposit,0,1,SC,0,3584
41637,0,2,0,0,0,No Deposit,1,2,SC,0,3585
41681,0,2,1,0,1,No Deposit,0,3,BB,0,3586
41687,0,2,2,0,0,No Deposit,0,2,SC,0,3587
41694,0,11,4,0,0,No Deposit,0,3,BB,0,3588
41719,0,1,1,0,0,No Deposit,0,1,SC,0,3589
42034,1,1,2,0,0,Non Refund,0,0,HB,0,3590
42145,0,4,0,0,3,No Deposit,0,1,BB,0,3591
42159,0,3,0,0,0,No Deposit,0,4,HB,0,3592
42160,0,3,0,0,0,No Deposit,0,0,SC,0,3593
42177,0,5,2,0,0,No Deposit,0,2,SC,0,3594
42188,0,2,0,0,1,No Deposit,0,2,SC,0,3595
42190,0,2,0,0,0,No Deposit,0,0,SC,0,3596
42225,0,2,0,0,0,No Deposit,0,3,SC,0,3597
42317,0,2,1,0,2,No Deposit,0,2,BB,0,3598
42342,0,1,0,0,1,No Deposit,0,2,SC,0,3599
42375,0,1,1,0,0,No Deposit,0,0,SC,0,3600
42413,0,2,2,0,3,No Deposit,0,1,BB,0,3601
42441,0,4,2,0,0,No Deposit,0,2,SC,0,3602
42445,1,5,2,0,1,No Deposit,0,3,BB,0,3603
42452,1,0,2,0,0,No Deposit,0,0,SC,0,3604
42539,0,5,4,0,1,No Deposit,0,0,BB,0,3605
42634,0,4,0,0,0,No Deposit,0,0,SC,0,3606
42646,0,5,1,0,0,No Deposit,0,0,SC,0,3607
42759,1,4,0,0,0,No Deposit,0,1,SC,0,3608
43054,0,4,2,0,0,No Deposit,0,1,SC,0,3609
43057,0,0,1,0,1,No Deposit,0,1,SC,0,3610
43082,0,2,1,0,7,No Deposit,0,2,BB,0,3611
43092,0,3,1,0,0,No Deposit,0,4,BB,0,3612
43095,1,2,1,0,0,No Deposit,0,0,SC,0,3613
43100,0,1,0,0,5,No Deposit,0,1,BB,0,3614
43108,0,1,0,0,1,No Deposit,0,3,HB,0,3615
43228,0,1,0,0,0,No Deposit,0,3,SC,0,3616
43646,0,5,1,0,0,No Deposit,0,2,SC,0,3617
43828,1,3,2,0,0,Non Refund,0,0,BB,0,3618
43983,0,5,4,0,0,No Deposit,0,3,BB,0,3619
44483,1,2,0,0,1,No Deposit,0,1,HB,0,3620
44770,0,1,2,0,1,No Deposit,0,1,SC,0,3621
44906,0,3,1,0,0,No Deposit,0,2,SC,0,3622
45631,0,4,0,0,5,No Deposit,0,0,BB,0,3623
45633,0,5,0,0,4,No Deposit,0,0,BB,0,3624
45949,1,15,4,0,0,No Deposit,0,1,BB,0,3625
46074,0,1,0,0,0,No Deposit,1,1,SC,0,3626
46120,0,1,0,0,0,No Deposit,1,0,SC,0,3627
46169,0,0,1,0,3,No Deposit,0,1,SC,0,3628
46176,0,0,1,0,1,No Deposit,1,0,SC,0,3629
46194,0,1,0,0,1,No Deposit,0,1,SC,0,3630
46236,0,1,2,0,0,No Deposit,0,1,SC,0,3631
46239,0,1,2,0,2,No Deposit,1,1,BB,0,3632
46270,1,5,2,0,1,No Deposit,0,1,SC,0,3633
46313,1,5,0,0,0,Non Refund,0,0,BB,0,3634
46336,1,5,0,0,8,No Deposit,0,0,BB,0,3635
46366,1,4,1,0,0,Non Refund,0,0,BB,0,3636
46420,0,7,2,0,0,No Deposit,0,2,SC,0,3637
46429,0,2,1,0,4,No Deposit,1,2,BB,0,3638
46487,1,0,1,0,0,No Deposit,0,0,SC,0,3639
46490,0,0,1,0,4,No Deposit,0,1,BB,0,3640
46537,0,13,4,0,6,No Deposit,0,0,BB,0,3641
46578,0,0,0,0,0,No Deposit,0,1,SC,0,3642
46589,1,1,1,0,0,No Deposit,0,0,SC,0,3643
46609,0,14,6,0,0,No Deposit,0,1,BB,0,3644
46610,1,14,6,0,0,No Deposit,0,1,BB,0,3645
46630,1,18,6,0,0,No Deposit,0,0,BB,0,3646
46638,1,12,4,0,0,No Deposit,0,1,SC,0,3647
46663,1,10,4,0,0,No Deposit,0,0,SC,0,3648
46664,1,1,0,0,3,No Deposit,0,0,SC,0,3649
46687,1,2,2,0,2,No Deposit,0,0,SC,0,3650
46689,1,2,2,0,0,No Deposit,0,0,SC,0,3651
46693,0,6,2,0,0,No Deposit,0,1,SC,0,3652
46694,1,22,8,0,0,No Deposit,0,1,SC,0,3653
46711,1,1,2,0,0,No Deposit,0,0,SC,0,3654
46713,0,3,2,0,0,No Deposit,0,0,SC,0,3655
46716,1,11,4,0,2,No Deposit,0,0,BB,0,3656
46718,0,2,2,0,7,No Deposit,0,0,BB,0,3657
46719,0,3,2,0,4,No Deposit,0,0,BB,0,3658
46720,0,5,2,0,0,No Deposit,1,2,SC,0,3659
46731,1,0,2,0,0,No Deposit,0,1,SC,0,3660
46842,1,14,5,0,0,No Deposit,0,0,BB,0,3661
46844,0,1,0,0,2,No Deposit,1,1,SC,0,3662
46853,0,2,0,0,2,No Deposit,1,1,SC,0,3663
46855,1,1,0,0,0,No Deposit,0,1,SC,0,3664
46856,1,0,0,0,1,No Deposit,0,0,BB,0,3665
46872,1,3,2,0,0,No Deposit,0,0,SC,0,3666
46889,1,2,2,0,0,No Deposit,0,1,SC,0,3667
46919,1,20,7,0,0,No Deposit,0,0,SC,0,3668
46923,1,3,0,0,3,No Deposit,0,1,BB,0,3669
46928,0,4,1,0,0,No Deposit,0,1,SC,0,3670
46938,1,3,0,0,0,No Deposit,0,1,SC,0,3671
46945,1,17,6,0,0,No Deposit,0,1,BB,0,3672
46953,1,2,0,0,0,No Deposit,0,1,SC,0,3673
46964,1,7,3,0,2,No Deposit,0,0,SC,0,3674
46965,1,1,1,0,2,No Deposit,0,1,SC,0,3675
46966,0,1,1,0,0,No Deposit,1,0,SC,0,3676
46968,1,1,1,0,0,No Deposit,0,2,SC,0,3677
46974,1,6,2,0,0,No Deposit,0,0,SC,0,3678
46990,1,5,2,0,0,No Deposit,0,0,SC,0,3679
46992,1,20,9,0,0,No Deposit,0,1,BB,0,3680
46999,1,10,2,0,0,No Deposit,0,0,SC,0,3681
47011,1,16,6,0,0,No Deposit,0,0,SC,0,3682
47012,1,21,8,0,0,No Deposit,0,0,BB,0,3683
47057,0,3,2,0,4,No Deposit,0,1,BB,0,3684
47059,1,4,2,0,0,No Deposit,0,0,SC,0,3685
47063,1,14,6,0,0,No Deposit,0,0,BB,0,3686
47080,1,1,1,0,0,No Deposit,0,1,SC,0,3687
47093,1,4,2,0,2,No Deposit,0,0,SC,0,3688
47122,0,4,1,0,0,No Deposit,1,1,SC,0,3689
47140,1,5,0,0,0,No Deposit,0,1,SC,0,3690
47154,1,4,2,0,4,No Deposit,0,0,BB,0,3691
47155,1,19,7,0,0,No Deposit,0,0,SC,0,3692
47176,1,3,0,0,1,No Deposit,0,1,SC,0,3693
47208,1,2,1,0,0,No Deposit,0,1,SC,0,3694
47225,1,14,6,0,2,No Deposit,0,0,BB,0,3695
47226,1,21,8,0,1,No Deposit,0,0,SC,0,3696
47280,1,1,2,0,0,No Deposit,0,1,SC,0,3697
47309,1,4,0,0,0,No Deposit,0,2,SC,0,3698
47393,1,2,0,0,0,No Deposit,0,4,BB,0,3699
47405,1,9,4,0,2,No Deposit,0,0,SC,0,3700
47427,1,8,4,0,1,No Deposit,0,0,BB,0,3701
47431,1,0,2,0,0,No Deposit,0,2,SC,0,3702
47435,1,1,2,0,3,No Deposit,0,0,BB,0,3703
47459,0,4,1,0,1,No Deposit,0,3,BB,0,3704
47463,1,20,9,0,0,No Deposit,0,0,BB,0,3705
47522,1,18,7,0,1,No Deposit,0,0,BB,0,3706
47563,1,1,2,0,3,No Deposit,0,2,BB,0,3707
47749,1,3,0,0,2,No Deposit,0,1,SC,0,3708
47754,1,5,2,0,0,No Deposit,0,1,SC,0,3709
47777,1,3,1,0,0,No Deposit,0,0,SC,0,3710
47785,1,16,6,0,0,No Deposit,0,1,BB,0,3711
47797,1,2,0,0,2,No Deposit,0,2,SC,0,3712
47821,1,7,3,0,0,No Deposit,0,0,SC,0,3713
47884,1,4,1,0,0,No Deposit,0,0,SC,0,3714
47887,1,4,1,0,0,No Deposit,0,1,SC,0,3715
47905,1,5,2,0,2,No Deposit,0,1,SC,0,3716
47929,1,1,0,0,1,No Deposit,0,1,SC,0,3717
47936,0,3,0,0,2,No Deposit,0,1,SC,0,3718
47943,0,3,0,0,1,No Deposit,0,1,SC,0,3719
47948,1,3,1,0,0,No Deposit,0,1,SC,0,3720
47957,1,5,2,0,0,No Deposit,0,2,SC,0,3721
